Title,ReleaseYear,Locations,FunFacts,ProductionCompany,Distributor,Director,Writer,Actor1,Actor2,Actor3
Red Widow,2013,Broadway & Taylor,null,Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,Radha Mitchell,Sterling Beaumon,Clifton Collins Jr.
Mother,1996,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Paramount Pictures,Paramount Pictures,Albert Brooks,Albert Brooks,Albert Brooks,Debbie Reynolds,null
Invasion of the Body Snatchers,1978,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams
Bitter Melon,2018,298 11th St,null,Bitter Melon Film LLC/Mammoth Pictures,"ABS-CBN, Gravitas Ventures",H.P. Mendoza,H.P. Mendoza,Jon Norman Schneider,Patrick Epino,Brian Rivera
A Taiwanese Tale of Two Cities,2018,Waverly Place,null,Envision Productions Inc.,Netflix,Tien-Lun Yeh,"Ling-Hui Chen, Nancy Chen, Chih-Chi Fan, Chia-Hui Lin",Tammy Cheng,Peggy Tseng,Shen-Hao Wen
Etruscan Smile,2017,343 Union Street,null,"Po Valley Productions, LLC",TBD,Oded Binnun/ Michel Brezis,"Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro",Brian Cox,Roseanne Arquette,Thora Birch
Birth of the Dragon,2016,Waverly Pl between Washington and Sacramento,null,"BOTD U.S. Productions, Inc.",Kylin Pictures,George Nolfi,"Christopher Wilkinson, Stephen J. Rivele",Philip Ng,Billy Magnussen,Yu Xia
"Murder in the First, Season 2",2015,Boardman Place between Bryant and Brannan Streets,null,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale
Beautiful Boy,2018,Tenderloin Neighborhood,null,Big Indie Pictures,Amazon Studios,Felix van Groeningen,Luke Davies,Steve Carell,Timothee Chalamet,Maura Tierney
Chance- Season 1 ep102,2016,"YWCA, 940 Powell",null,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham,Hugh Laurie,Gretchen Mol,Ethan Suplee
"Looking ""Special""",2016,Castro Street between 17th & 18th,null,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett
Looking Season 2 ep 210,2015,"Mission Rec Center, 2450 Harrison Street",null,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett
Chance Season 2,2017,Haight St at Ashbury St,null,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee
The Princess Diaries,2001,724 Brazil Avenue,null,Walt Disney Pictures,Buena Vista Pictures,Garry Marshall,Gina Wendkos,Julie Andrews,Anne Hathway,null
The Princess Diaries,2001,Fisherman's Wharf,"Supposedly, Mikhail S. Gorbachev has said that his favorite part of visiting America was touring Fisherman's Wharf.",Walt Disney Pictures,Buena Vista Pictures,Garry Marshall,Gina Wendkos,Julie Andrews,Anne Hathway,null
The Princess Diaries,2001,Firestation #3 (Brazil Avenue and Athens Street),null,Walt Disney Pictures,Buena Vista Pictures,Garry Marshall,Gina Wendkos,Julie Andrews,Anne Hathway,null
The Princess Diaries,2001,Cliff House (1090 Point Lobos Avenue),"The Musee Mechanique, which Julie Andrews' character visits in the movie, was at the time housed under the Cliff House.",Walt Disney Pictures,Buena Vista Pictures,Garry Marshall,Gina Wendkos,Julie Andrews,Anne Hathway,null
The Princess Diaries,2001,Broadway Tunnel (Broadway between Powell and Larkin),null,Walt Disney Pictures,Buena Vista Pictures,Garry Marshall,Gina Wendkos,Julie Andrews,Anne Hathway,null
The Princess Diaries,2001,Baker Beach,null,Walt Disney Pictures,Buena Vista Pictures,Garry Marshall,Gina Wendkos,Julie Andrews,Anne Hathway,null
The Princess Diaries,2001,2601 Lyon Street,null,Walt Disney Pictures,Buena Vista Pictures,Garry Marshall,Gina Wendkos,Julie Andrews,Anne Hathway,null
The Pursuit of Happyness,2006,Glen Park Subway Station,null,Columbia Pictures Corporation,Columbia Pictures,Steven Conrad,Gabriele Muccino,Will Smith,Jayden C. Smith,null
The Pursuit of Happyness,2006,Glide Memorial Church (434 Ellis St),null,Columbia Pictures Corporation,Columbia Pictures,Steven Conrad,Gabriele Muccino,Will Smith,Jayden C. Smith,null
The Pursuit of Happyness,2006,Candlestick Park (602 Jamestown Ave.),"Then Vice President Richard Nixon threw out the first pitch when Candlestick opened in 1960. On August 29, 1966, The Beatles played their last concert for paying fans at Candlestick Park.",Columbia Pictures Corporation,Columbia Pictures,Steven Conrad,Gabriele Muccino,Will Smith,Jayden C. Smith,null
The Pursuit of Happyness,2006,Golden Gate Park Children's Playground ,Golden Gate Park is similar in shape but 20% larger than New York's Central Park.,Columbia Pictures Corporation,Columbia Pictures,Steven Conrad,Gabriele Muccino,Will Smith,Jayden C. Smith,null
The Core,2003,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",David Foster Productions,Paramount Pictures,John Amiel,Cooper Lane,Aaron Eckhart,Hilary Swank,null
So I Married an Axe Murderer,1993,Café Picaro 3120 16th Street,null,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,null
Foul Play,1978,Montgomery & Pine Streets (Financial District),null,Paramount Pictures,Paramount Pictures,Colin Higgins,Colin Higgins,Goldie Hawn,Chevy Chase,Burgess Meredith
The Rock,1996,Palace of Fine Arts (3301 Lyon Street),"The original Palace was built for the 1915 Panama-Pacific Exposition, and completely destroyed in 1964. It was rebuilt in 1965.",Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicolas Cage,null
The Rock,1996,The San Francisco Bay,null,Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicolas Cage,null
The Rock,1996,New Russian Hill Market (1198 Pacific Avenue at Jones),null,Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicolas Cage,null
The Rock,1996,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicolas Cage,null
The Rock,1996,Coit Tower,"The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.",Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicolas Cage,null
The OA Part II,2019,Pier 7,null,Lunar Mining LLC,Netflix,Zal Batmanglij,"Zal Batmanglij, Brit Marling",Brit Marling,Emory Cohen,Patrick Gibson
The Rock,1996,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicolas Cage,null
Sense8,2015,Harrison,Driving shots,"Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton,null,null
The Sweetest Thing,2002,Golden Gate National Recreation Area,The size of the Recreation Area is over two and a half greater than that of the city and county of San Francisco.,Columbia Pictures Corp.,Columbia Pictures,Roger Kumble,Nancy M. Pimental,Cameron Diaz,Christina Applegate,null
Star Trek VI: The Undiscovered Country,1991,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Paramount Pictures,Paramount Pictures,Nicholas Meyer,Nimoy,William Shatner,Leonard Nimoy,George Takei
Pushing Dead,2016,Koshland Park,null,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert
Always Be My Maybe,2019,"Fort Point (Presidio, Golden Gate National Recreation Area)",null,"Isla Productions, LLC",Netflix,Nahnatchka Khan,"Michael Golamco, Randall Park, Ali Wong",Ali Wong,Randall Park,Keanu Reeves
The Towering Inferno,1974,"Bank of America Building (555 California Street, Financial District)","The Bank of America Building was the tallest building on the West Coast from 1969-1972, when it was surpassed by the TransAmerica Pyramid. Today, the Bank of America building is the 5th tallest building on the West Coast.",Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,William Holden
Vertigo,1958,York Hotel (940 Sutter Street),null,Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,Barbara Bel Geddes
Birth of the Dragon,2016,Pier 45 - Jeremiah O'Brien Liberty Ship,The SS Jeremiah O'Brien is a rare survivor of the invasion at Normandy on D-Day in WWII.,"BOTD U.S. Productions, Inc.",Kylin Pictures,George Nolfi,"Christopher Wilkinson, Stephen J. Rivele",Philip Ng,Billy Magnussen,Yu Xia
Red Widow,2013,Geary & 20th Ave,null,Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,Radha Mitchell,Sterling Beaumon,Clifton Collins Jr.
The Dead Pool,1988,"Mirant Energy, LLC (1301 Illinois Street, The Dogpatch)",null,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson
Looking Season 2 ep 210,2015,67 Deming Street,null,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett
The Wedding Planner,2001,Grace Cathedral Episcopal Church (1100 California Street),Grace Cathedral Episcopal Church is the West Coast's largest Episcopalian cathedral.,Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,null
Foul Play,1978,"Hayes Valley Care (601 Laguna Street, Hayes Valley)",null,Paramount Pictures,Paramount Pictures,Colin Higgins,Colin Higgins,Goldie Hawn,Chevy Chase,Burgess Meredith
Venom,2018,Grant Ave btwn Clay and Jackson,null,"L.O.Z. Productions, Inc.","Columbia Pictures, Sony Pictures Releasing",Ruben Fleischer,"Jeff Pinkner, Scott Rosenberg",Tom Hardy,Michelle Wiliams,Riz Ahmed
The Presidio,1988,Montgomery & Vallejo Streets (Telegraph Hill),null,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan
Beaches,1988,null,null,Silver Screen Partners IV,Columbia Broadcasting System,Garry Marshall,Mary Agnes Donoghue,Bette Midler,Barbara Hershey,John Heard
Time After Time,1979,Hyatt Regency Hotel (5 Embarcadero Center),null,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner
On the Road,2012,Bay Bridge,null,SPAD Films,IFC Films & Sundance Selects,Walter Salles,Jack Kerouac & Jose Rivera,Garrett Hedlund,Viggo Mortenson,null
Time After Time,1979,Lombard & Broderick Streets (Marina District),null,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner
The Wedding Planner,2001,"Japanese Tea Garden (Hagiwara Tea Garden Drive, Golden Gate Park)","The Japanese Hagiwara family invented ""Chinese"" fortune cookies in the tea-garden",Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,null
The Wedding Planner,2001,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,null
The Woman In Red,1984,"Postcard Row (Alamo Square, Hayes Valley)",The 6 Victorian homes across from Alamo Square Park are among the few Victorians to survive the Great Fire.,Orion Pictures Corp.,MGM Home Entertainment,Gene Wilder,Jean Loup Dabadie & Yves Robert,Gene Wilder,Charles Grodin,null
The Woman In Red,1984,Brocklebank Apartments (1000 Mason Street),null,Orion Pictures Corp.,MGM Home Entertainment,Gene Wilder,Jean Loup Dabadie & Yves Robert,Gene Wilder,Charles Grodin,null
The Woman In Red,1984,Palace of Fine Arts (3301 Lyon Street),"The original Palace was built for the 1915 Panama-Pacific Exposition, and completely destroyed in 1964. It was rebuilt in 1965.",Orion Pictures Corp.,MGM Home Entertainment,Gene Wilder,Jean Loup Dabadie & Yves Robert,Gene Wilder,Charles Grodin,null
The Woman In Red,1984,Montgomery Street at Union Street,null,Orion Pictures Corp.,MGM Home Entertainment,Gene Wilder,Jean Loup Dabadie & Yves Robert,Gene Wilder,Charles Grodin,null
The Zodiac,2005,null,null,Blackwater Films,THINKFilm,Alexander Bulkley,Alexander Bulkley & Kelley Bulkeley,Justin Chambers,Robin Tunney,null
Vertigo,1958,Conservatory of Flowers (Golden Gate Park),"The Conservatory, unveiled in 1879, is the oldest public conservatory in the Western Hemisphere.",Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,Barbara Bel Geddes
Blue Jasmine,2013,Ocean Beach at Lincoln,null,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
Blue Jasmine,2013,2178 Palou Ave.,null,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
The Net,1995,Montgomery & Market Streets,null,Columbia Pictures Corp.,Columbia Pictures,Irwin Winkler,John Brancato,Sandra Bullock,Jeremy Northam,null
Bedazzled,2000,1155 Filbert Street at Hyde,null,Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Harold Ramis,Harold Ramis,Brendan Fraser,Elizabeth Hurley,null
Looking Season 2 ep 207,2015,Delores Park,null,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett
The Right Stuff,1983,Cow Palace,"Supposedly, the Cow Palace's name derives from a newspaper editorial in which the writer wonders whether the soon-to-be-built structure for livestock was a ""palace for cows"".",The Ladd Company,The Ladd Company,Philip Kaufman,Philip Kaufman,Sam Shepard,Scott Glenn,Ed Harris
Sudden Fear,1952,The Tamalpais Building (1201 Greenwich Street at Hyde),null,Joseph Kaufmann Pictures,RKO Pictures,David Miller,Lenore J. Coffee,Joan Crawford,Jack Palance,Gloria Grahame
Venom,2018,Stockton Tunnel btwn Sutter and Sacramento,Motorcycle/SUV chase scene,"L.O.Z. Productions, Inc.","Columbia Pictures, Sony Pictures Releasing",Ruben Fleischer,"Jeff Pinkner, Scott Rosenberg",Tom Hardy,Michelle Wiliams,Riz Ahmed
48 Hours,1982,null,null,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole
The Enforcer,1976,23rd & Capp Streets (Mission District),null,Warner Bros. Pictures,Warner Bros. Pictures,James Fargo,Stirling Silliphant,Clint Eastwood,Tyne Daly,Harry Guardino
GirlBoss,2017,1375 Haight St.,null,"Hippolyta Productions, LLC",Netflix,"Jamie Babbit, Amanda Brotchie, Steven K. Tsuchida, Christian Ditter, John Riggi",Kay Cannon,Britt Robertson,Ellie Reed,Amanda Rea
Dim Sum: A Little Bit of Heart,1985,"Li Po (916 Grant Avenue at Washington, Chinatown)",null,CIM,Orion Classics,Wayne Wang,Terrel Seltzer,Laureen Chew,Kim Chew,Victor Wong
Terminator - Genisys,2015,Mission at 1st and 2nd,null,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,null
Ant-Man and the Wasp,2018,Financial District,VFX and B-roll Shots,"PYM Particles Productions II, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Chris McKenna,Paul Rudd,Evangeline Lilly,Michael Douglas
Bitter Melon,2018,"Pay and Save Grocery, 599 Guerrero St",The film won Best Narrative Feature at the San Diego Asian Film Festival.,Bitter Melon Film LLC/Mammoth Pictures,"ABS-CBN, Gravitas Ventures",H.P. Mendoza,H.P. Mendoza,Jon Norman Schneider,Patrick Epino,Brian Rivera
Looking Season 2 ep 206,2015,1890 Clay Street,null,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett
Dr. Dolittle 2,2001,Hyde Street & Lombard Street,null,Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Steve Carr,Larry Levin,Eddie Murphy,Kristen Wilson,null
By Hook or By Crook,2001,"Department of Public Health (101 Grove Street at Polk, Civic Center)",null,Steakhaus Productions,Artistic License,Harriet Dodge & Silas Howard,Harriet Dodge & Silas Howard,Silas Howard,null,null
The Dead Pool,1988,Folsom & Essex Streets,null,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson
"Murder in the First, Season 2",2015,Treasure Island,null,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale
Woman on the Run,1950,1801 Laguna at Bush,null,Fidelity Pictures Corporation,Universal Pictures,Norman Foster,Norman Foster,Ann Sheridan,Dennis O'Keefe,Robert Keith
God is a Communist?* (show me heart universe),2010,Sacramento & Washington Streets,null,Trismegistus Productions,null,Jon Poznanter,Jon Poznanter,John Wynn,null,null
Chance Season 2,2017,Filbert St at Stockton St,null,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee
Vertigo,1958,Park Hill Sanatorium (351 Buena Vista Avenue East),This location is now a condominium complex.,Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,Barbara Bel Geddes
